GW_devCount_vs_appCount,GW_devCount_vs_compCount,GW_upwardBW_vs_appCount,GW_resCap_vs_demand,ES_devCount_vs_appCount,ES_devCount_vs_compCount,ES_upwardBW_vs_appCount,ES_resCap_vs_demand,is_fail
1.6666666666666667,0.07462686567164177,0.8266666666666667,0.1545461326172895,13.2,0.5739130434782609,120.71428571428572,2.801068858841114,0
0.2857142857142857,0.012738853503184714,0.4885714285714286,0.08188724030909553,5.857142857142858,0.3474576271186441,29.0,0.9962398087109572,1
0.5,0.021367521367521368,0.8083333333333332,0.05493526065889903,8.818181818181818,0.3592592592592593,4.381818181818182,1.121696227131593,0
0.6,0.024,0.8490000000000001,0.06177481949957433,7.230769230769232,0.3112582781456953,2.2,0.8445549042925009,1
0.5,0.027027027027027032,0.8057142857142857,0.07080023335037848,5.411764705882354,0.27299703264094954,27.94117647058824,0.8649165463779737,1
0.3333333333333333,0.01507537688442211,0.9533333333333333,0.024685307470078417,7.0,0.3660130718954248,36.5,1.1689248118537967,0
0.3333333333333333,0.021897810218978103,0.9272727272727272,0.060158129941560674,5.9444444444444455,0.34023668639053256,1.6647058823529413,0.94058777776002,1
0.5555555555555556,0.026785714285714284,0.4330769230769231,0.05336167356527576,3.882352941176471,0.17886178861788618,19.529411764705888,0.7671867319999798,0
0.3636363636363637,0.019083969465648856,0.2816666666666667,0.0406973458662196,4.526315789473684,0.2052505966587112,4.677777777777779,0.811663768496342,1
0.38461538461538464,0.01937984496124031,0.402,0.054150960742851896,5.44,0.2693069306930693,18.066666666666666,0.7727843006029733,1
2.333333333333333,0.11267605633802814,2.0325,0.09028930762680408,20.8,1.1555555555555554,112.0,3.4377630276890927,0
0.4545454545454545,0.03225806451612903,0.85,0.07320155580913118,4.2631578947368425,0.27835051546391754,0.5421052631578948,0.941289005205487,1
1.1666666666666667,0.050724637681159424,0.4825,0.13124455913443595,10.0,0.43478260869565216,8.057142857142857,1.604421788694324,0
0.4444444444444444,0.0213903743315508,1.3,0.059808001442242714,6.705882352941178,0.3085714285714285,39.411764705882355,0.7030755795189186,0
0.8571428571428571,0.05555555555555555,0.2205,0.12262159753599852,6.5,0.40625,15.125,1.7445629597866732,0
0.4545454545454545,0.020746887966804982,0.28,0.05126823602386266,6.235294117647059,0.29896907216494845,11.352941176470587,0.9732896153938204,1
0.5,0.024752475247524757,0.5025,0.07051706410130007,7.166666666666668,0.36074270557029176,22.58333333333333,0.9773210375160749,0
0.7272727272727273,0.03296703296703297,0.91,0.060205871644656274,7.727272727272727,0.3541666666666667,49.470588235294116,1.179694671763167,1
